Period,Area,Benchmark,House_type,,,,,
Sep-14,Sunshine Coast,353400.00 ,Detached,,,,,
Sep-14,Tsawwassen,729200.00 ,Detached,,,,,
Sep-14,Vancouver East,958800.00 ,Detached,,,,,
Sep-14,Vancouver West,2316400.00 ,Detached,,,,,
Sep-14,West Vancouver,2027500.00 ,Detached,,,,,
Sep-14,Whistler,954000.00 ,Detached,,,,,
Sep-14,Lower Mainland,408600.00 ,Townhouse,,,,,
Sep-14,Burnaby East,425300.00 ,Townhouse,,,,,
Sep-14,Burnaby North,447700.00 ,Townhouse,,,,,
Sep-14,Burnaby South,483600.00 ,Townhouse,,,,,
Sep-14,Coquitlam,404900.00 ,Townhouse,,,,,
Sep-14,Ladner,450000.00 ,Townhouse,,,,,
Sep-14,Maple Ridge,296600.00 ,Townhouse,,,,,
Sep-14,New Westminster,454800.00 ,Townhouse,,,,,
Sep-14,North Vancouver,617300.00 ,Townhouse,,,,,
Sep-14,Pitt Meadows,329600.00 ,Townhouse,,,,,
Sep-14,Port Coquitlam,383800.00 ,Townhouse,,,,,
Sep-14,Port Moody,420500.00 ,Townhouse,,,,,
Sep-14,Richmond,510900.00 ,Townhouse,,,,,
Sep-14,Squamish,393500.00 ,Townhouse,,,,,
Sep-14,Tsawwassen,412700.00 ,Townhouse,,,,,
Sep-14,Vancouver East,570100.00 ,Townhouse,,,,,
Sep-14,Vancouver West,740400.00 ,Townhouse,,,,,
Sep-14,Whistler,496100.00 ,Townhouse,,,,,
Sep-14,Lower Mainland,363900.00 ,Apartment,,,,,
Sep-14,Burnaby East,443600.00 ,Apartment,,,,,
Sep-14,Burnaby North,345300.00 ,Apartment,,,,,
Sep-14,Burnaby South,390300.00 ,Apartment,,,,,
Sep-14,Coquitlam,272600.00 ,Apartment,,,,,
Sep-14,Ladner,338400.00 ,Apartment,,,,,
Sep-14,Maple Ridge,195800.00 ,Apartment,,,,,
Sep-14,New Westminster,284900.00 ,Apartment,,,,,
Sep-14,North Vancouver,358000.00 ,Apartment,,,,,
Sep-14,Pitt Meadows,262000.00 ,Apartment,,,,,
Sep-14,Port Coquitlam,237300.00 ,Apartment,,,,,
Sep-14,Port Moody,342200.00 ,Apartment,,,,,
Sep-14,Richmond,362700.00 ,Apartment,,,,,
Sep-14,Squamish,242600.00 ,Apartment,,,,,
Sep-14,Tsawwassen,358700.00 ,Apartment,,,,,
Sep-14,Vancouver East,339800.00 ,Apartment,,,,,
Sep-14,Vancouver West,495300.00 ,Apartment,,,,,
Sep-14,West Vancouver,712700.00 ,Apartment,,,,,
Sep-14,Whistler,260100.00 ,Apartment,,,,,
Oct-14,Lower Mainland,801400.00 ,Detached,,,,,
Oct-14,Bowen Island,588600.00 ,Detached,,,,,
Oct-14,Burnaby East,794700.00 ,Detached,,,,,
Oct-14,Burnaby North,993900.00 ,Detached,,,,,
Oct-14,Burnaby South,1047900.00 ,Detached,,,,,
Oct-14,Coquitlam,766400.00 ,Detached,,,,,
Oct-14,Ladner,675600.00 ,Detached,,,,,
Oct-14,Maple Ridge,476300.00 ,Detached,,,,,
Oct-14,New Westminster,705500.00 ,Detached,,,,,
Oct-14,North Vancouver,1044700.00 ,Detached,,,,,
Oct-14,Pitt Meadows,523800.00 ,Detached,,,,,
Oct-14,Port Coquitlam,587000.00 ,Detached,,,,,
Oct-14,Port Moody,904800.00 ,Detached,,,,,
Oct-14,Richmond,1044800.00 ,Detached,,,,,
Oct-14,Squamish,546400.00 ,Detached,,,,,
Oct-14,Sunshine Coast,353700.00 ,Detached,,,,,
Oct-14,Tsawwassen,716200.00 ,Detached,,,,,
Oct-14,Vancouver East,965600.00 ,Detached,,,,,
Oct-14,Vancouver West,2330200.00 ,Detached,,,,,
Oct-14,West Vancouver,2042300.00 ,Detached,,,,,
Oct-14,Whistler,988500.00 ,Detached,,,,,
Oct-14,Lower Mainland,410000.00 ,Townhouse,,,,,
Oct-14,Burnaby East,430400.00 ,Townhouse,,,,,
Oct-14,Burnaby North,450900.00 ,Townhouse,,,,,
Oct-14,Burnaby South,485100.00 ,Townhouse,,,,,
Oct-14,Coquitlam,410700.00 ,Townhouse,,,,,
Oct-14,Ladner,455000.00 ,Townhouse,,,,,
Oct-14,Maple Ridge,300500.00 ,Townhouse,,,,,
Oct-14,New Westminster,462700.00 ,Townhouse,,,,,
Oct-14,North Vancouver,623900.00 ,Townhouse,,,,,
Oct-14,Pitt Meadows,328900.00 ,Townhouse,,,,,
Oct-14,Port Coquitlam,387800.00 ,Townhouse,,,,,
Oct-14,Port Moody,432000.00 ,Townhouse,,,,,
Oct-14,Richmond,512500.00 ,Townhouse,,,,,
Oct-14,Squamish,389300.00 ,Townhouse,,,,,
Oct-14,Tsawwassen,418300.00 ,Townhouse,,,,,
Oct-14,Vancouver East,558500.00 ,Townhouse,,,,,
Oct-14,Vancouver West,738700.00 ,Townhouse,,,,,
Oct-14,Whistler,493200.00 ,Townhouse,,,,,
Oct-14,Lower Mainland,365300.00 ,Apartment,,,,,
Oct-14,Burnaby East,450900.00 ,Apartment,,,,,
Oct-14,Burnaby North,346200.00 ,Apartment,,,,,
Oct-14,Burnaby South,391800.00 ,Apartment,,,,,
Oct-14,Coquitlam,274800.00 ,Apartment,,,,,
Oct-14,Ladner,341600.00 ,Apartment,,,,,
Oct-14,Maple Ridge,201400.00 ,Apartment,,,,,
Oct-14,New Westminster,287200.00 ,Apartment,,,,,
Oct-14,North Vancouver,359000.00 ,Apartment,,,,,
Oct-14,Pitt Meadows,271800.00 ,Apartment,,,,,
Oct-14,Port Coquitlam,235800.00 ,Apartment,,,,,
Oct-14,Port Moody,335000.00 ,Apartment,,,,,
Oct-14,Richmond,360900.00 ,Apartment,,,,,
Oct-14,Squamish,246100.00 ,Apartment,,,,,
Oct-14,Tsawwassen,359900.00 ,Apartment,,,,,
Oct-14,Vancouver East,335600.00 ,Apartment,,,,,
Oct-14,Vancouver West,501100.00 ,Apartment,,,,,
Oct-14,West Vancouver,706300.00 ,Apartment,,,,,
Oct-14,Whistler,252000.00 ,Apartment,,,,,
Nov-14,Lower Mainland,804200.00 ,Detached,,,,,
Nov-14,Bowen Island,582100.00 ,Detached,,,,,
Nov-14,Burnaby East,807200.00 ,Detached,,,,,
Nov-14,Burnaby North,984600.00 ,Detached,,,,,
Nov-14,Burnaby South,1038500.00 ,Detached,,,,,
Nov-14,Coquitlam,769100.00 ,Detached,,,,,
Nov-14,Ladner,671400.00 ,Detached,,,,,
Nov-14,Maple Ridge,480200.00 ,Detached,,,,,
Nov-14,New Westminster,712700.00 ,Detached,,,,,
Nov-14,North Vancouver,1048500.00 ,Detached,,,,,
Nov-14,Pitt Meadows,522400.00 ,Detached,,,,,
Nov-14,Port Coquitlam,585100.00 ,Detached,,,,,
Nov-14,Port Moody,918400.00 ,Detached,,,,,
Nov-14,Richmond,1055600.00 ,Detached,,,,,
Nov-14,Squamish,544900.00 ,Detached,,,,,
Nov-14,Sunshine Coast,350500.00 ,Detached,,,,,
Nov-14,Tsawwassen,721100.00 ,Detached,,,,,
Nov-14,Vancouver East,971500.00 ,Detached,,,,,
Nov-14,Vancouver West,2348000.00 ,Detached,,,,,
Nov-14,West Vancouver,2013700.00 ,Detached,,,,,
Nov-14,Whistler,990600.00 ,Detached,,,,,
Nov-14,Lower Mainland,412400.00 ,Townhouse,,,,,
Nov-14,Burnaby East,429100.00 ,Townhouse,,,,,
Nov-14,Burnaby North,460300.00 ,Townhouse,,,,,
Nov-14,Burnaby South,500200.00 ,Townhouse,,,,,
Nov-14,Coquitlam,409300.00 ,Townhouse,,,,,
Nov-14,Ladner,458100.00 ,Townhouse,,,,,
Nov-14,Maple Ridge,302600.00 ,Townhouse,,,,,
Nov-14,New Westminster,467100.00 ,Townhouse,,,,,
Nov-14,North Vancouver,623900.00 ,Townhouse,,,,,
Nov-14,Pitt Meadows,340200.00 ,Townhouse,,,,,
Nov-14,Port Coquitlam,385400.00 ,Townhouse,,,,,
Nov-14,Port Moody,432600.00 ,Townhouse,,,,,
Nov-14,Richmond,511600.00 ,Townhouse,,,,,
Nov-14,Squamish,387800.00 ,Townhouse,,,,,
Nov-14,Tsawwassen,418800.00 ,Townhouse,,,,,
Nov-14,Vancouver East,556600.00 ,Townhouse,,,,,
Nov-14,Vancouver West,755800.00 ,Townhouse,,,,,
Nov-14,Whistler,494400.00 ,Townhouse,,,,,
Nov-14,Lower Mainland,363900.00 ,Apartment,,,,,
Nov-14,Burnaby East,451200.00 ,Apartment,,,,,
Nov-14,Burnaby North,347800.00 ,Apartment,,,,,
Nov-14,Burnaby South,390800.00 ,Apartment,,,,,
Nov-14,Coquitlam,270200.00 ,Apartment,,,,,
Nov-14,Ladner,330500.00 ,Apartment,,,,,
Nov-14,Maple Ridge,200300.00 ,Apartment,,,,,
Nov-14,New Westminster,283600.00 ,Apartment,,,,,
Nov-14,North Vancouver,361900.00 ,Apartment,,,,,
Nov-14,Pitt Meadows,265700.00 ,Apartment,,,,,
Nov-14,Port Coquitlam,239800.00 ,Apartment,,,,,
Nov-14,Port Moody,329700.00 ,Apartment,,,,,
Nov-14,Richmond,357600.00 ,Apartment,,,,,
Nov-14,Squamish,252800.00 ,Apartment,,,,,
Nov-14,Tsawwassen,353200.00 ,Apartment,,,,,
Nov-14,Vancouver East,339500.00 ,Apartment,,,,,
Nov-14,Vancouver West,498700.00 ,Apartment,,,,,
Nov-14,West Vancouver,715100.00 ,Apartment,,,,,
Nov-14,Whistler,266000.00 ,Apartment,,,,,
Dec-14,Lower Mainland,804700.00 ,Detached,,,,,
Dec-14,Bowen Island,589500.00 ,Detached,,,,,
Dec-14,Burnaby East,788000.00 ,Detached,,,,,
Dec-14,Burnaby North,1004200.00 ,Detached,,,,,
Dec-14,Burnaby South,1052100.00 ,Detached,,,,,
Dec-14,Coquitlam,770500.00 ,Detached,,,,,
Dec-14,Ladner,680200.00 ,Detached,,,,,
Dec-14,Maple Ridge,477700.00 ,Detached,,,,,
Dec-14,New Westminster,699500.00 ,Detached,,,,,
Dec-14,North Vancouver,1056700.00 ,Detached,,,,,
Dec-14,Pitt Meadows,522000.00 ,Detached,,,,,
Dec-14,Port Coquitlam,587300.00 ,Detached,,,,,
Dec-14,Port Moody,914000.00 ,Detached,,,,,
Dec-14,Richmond,1063900.00 ,Detached,,,,,
Dec-14,Squamish,549500.00 ,Detached,,,,,
Dec-14,Sunshine Coast,350800.00 ,Detached,,,,,
Dec-14,Tsawwassen,718000.00 ,Detached,,,,,
Dec-14,Vancouver East,968800.00 ,Detached,,,,,
Dec-14,Vancouver West,2354000.00 ,Detached,,,,,
Dec-14,West Vancouver,2021100.00 ,Detached,,,,,
Dec-14,Whistler,997100.00 ,Detached,,,,,
Dec-14,Lower Mainland,408600.00 ,Townhouse,,,,,
Dec-14,Burnaby East,430200.00 ,Townhouse,,,,,
Dec-14,Burnaby North,452800.00 ,Townhouse,,,,,
Dec-14,Burnaby South,498700.00 ,Townhouse,,,,,
Dec-14,Coquitlam,409000.00 ,Townhouse,,,,,
Dec-14,Ladner,447800.00 ,Townhouse,,,,,
Dec-14,Maple Ridge,299600.00 ,Townhouse,,,,,
Dec-14,New Westminster,458700.00 ,Townhouse,,,,,
Dec-14,North Vancouver,619800.00 ,Townhouse,,,,,
Dec-14,Pitt Meadows,331200.00 ,Townhouse,,,,,
Dec-14,Port Coquitlam,380600.00 ,Townhouse,,,,,
Dec-14,Port Moody,430200.00 ,Townhouse,,,,,
Dec-14,Richmond,510300.00 ,Townhouse,,,,,
Dec-14,Squamish,393500.00 ,Townhouse,,,,,
Dec-14,Tsawwassen,415800.00 ,Townhouse,,,,,
Dec-14,Vancouver East,549600.00 ,Townhouse,,,,,
Dec-14,Vancouver West,736600.00 ,Townhouse,,,,,
Dec-14,Whistler,496100.00 ,Townhouse,,,,,
Dec-14,Lower Mainland,365500.00 ,Apartment,,,,,
Dec-14,Burnaby East,446000.00 ,Apartment,,,,,
Dec-14,Burnaby North,350200.00 ,Apartment,,,,,
Dec-14,Burnaby South,396800.00 ,Apartment,,,,,
Dec-14,Coquitlam,270100.00 ,Apartment,,,,,
Dec-14,Ladner,341400.00 ,Apartment,,,,,
Dec-14,Maple Ridge,197800.00 ,Apartment,,,,,
Dec-14,New Westminster,282000.00 ,Apartment,,,,,
Dec-14,North Vancouver,366100.00 ,Apartment,,,,,
Dec-14,Pitt Meadows,264900.00 ,Apartment,,,,,
Dec-14,Port Coquitlam,244800.00 ,Apartment,,,,,
Dec-14,Port Moody,333800.00 ,Apartment,,,,,
Dec-14,Richmond,358300.00 ,Apartment,,,,,
Dec-14,Squamish,253000.00 ,Apartment,,,,,
Dec-14,Tsawwassen,362400.00 ,Apartment,,,,,
Dec-14,Vancouver East,340400.00 ,Apartment,,,,,
Dec-14,Vancouver West,501400.00 ,Apartment,,,,,
Dec-14,West Vancouver,713100.00 ,Apartment,,,,,
Dec-14,Whistler,264700.00 ,Apartment,,,,,
Jan-15,Lower Mainland,809400.00 ,Detached,,,,,
Jan-15,Bowen Island,580700.00 ,Detached,,,,,
Jan-15,Burnaby East,773700.00 ,Detached,,,,,
Jan-15,Burnaby North,1004700.00 ,Detached,,,,,
Jan-15,Burnaby South,1061000.00 ,Detached,,,,,
Jan-15,Coquitlam,778200.00 ,Detached,,,,,
Jan-15,Ladner,690600.00 ,Detached,,,,,
Jan-15,Maple Ridge,480900.00 ,Detached,,,,,
Jan-15,New Westminster,685500.00 ,Detached,,,,,
Jan-15,North Vancouver,1067500.00 ,Detached,,,,,
Jan-15,Pitt Meadows,533400.00 ,Detached,,,,,
Jan-15,Port Coquitlam,591100.00 ,Detached,,,,,
Jan-15,Port Moody,922200.00 ,Detached,,,,,
Jan-15,Richmond,1069000.00 ,Detached,,,,,
Jan-15,Squamish,552900.00 ,Detached,,,,,
Jan-15,Sunshine Coast,350800.00 ,Detached,,,,,
Jan-15,Tsawwassen,739500.00 ,Detached,,,,,
Jan-15,Vancouver East,982400.00 ,Detached,,,,,
Jan-15,Vancouver West,2373700.00 ,Detached,,,,,
Jan-15,West Vancouver,2095300.00 ,Detached,,,,,
Jan-15,Whistler,1011500.00 ,Detached,,,,,
Jan-15,Lower Mainland,410800.00 ,Townhouse,,,,,
Jan-15,Burnaby East,429400.00 ,Townhouse,,,,,
Jan-15,Burnaby North,456500.00 ,Townhouse,,,,,
Jan-15,Burnaby South,490900.00 ,Townhouse,,,,,
Jan-15,Coquitlam,407900.00 ,Townhouse,,,,,
Jan-15,Ladner,455000.00 ,Townhouse,,,,,
Jan-15,Maple Ridge,299000.00 ,Townhouse,,,,,
Jan-15,New Westminster,461100.00 ,Townhouse,,,,,
Jan-15,North Vancouver,614500.00 ,Townhouse,,,,,
Jan-15,Pitt Meadows,346900.00 ,Townhouse,,,,,
Jan-15,Port Coquitlam,380400.00 ,Townhouse,,,,,
Jan-15,Port Moody,426400.00 ,Townhouse,,,,,
Jan-15,Richmond,515200.00 ,Townhouse,,,,,
Jan-15,Squamish,406300.00 ,Townhouse,,,,,
Jan-15,Tsawwassen,421100.00 ,Townhouse,,,,,
Jan-15,Vancouver East,561000.00 ,Townhouse,,,,,
Jan-15,Vancouver West,753200.00 ,Townhouse,,,,,
Jan-15,Whistler,506400.00 ,Townhouse,,,,,
Jan-15,Lower Mainland,365100.00 ,Apartment,,,,,
Jan-15,Burnaby East,447600.00 ,Apartment,,,,,
Jan-15,Burnaby North,342000.00 ,Apartment,,,,,
Jan-15,Burnaby South,397000.00 ,Apartment,,,,,
Jan-15,Coquitlam,275300.00 ,Apartment,,,,,
Jan-15,Ladner,334800.00 ,Apartment,,,,,
Jan-15,Maple Ridge,196900.00 ,Apartment,,,,,
Jan-15,New Westminster,287900.00 ,Apartment,,,,,
Jan-15,North Vancouver,366300.00 ,Apartment,,,,,
Jan-15,Pitt Meadows,264900.00 ,Apartment,,,,,
Jan-15,Port Coquitlam,240600.00 ,Apartment,,,,,
Jan-15,Port Moody,337400.00 ,Apartment,,,,,
Jan-15,Richmond,357100.00 ,Apartment,,,,,
Jan-15,Squamish,266600.00 ,Apartment,,,,,
Jan-15,Tsawwassen,355900.00 ,Apartment,,,,,
Jan-15,Vancouver East,341100.00 ,Apartment,,,,,
Jan-15,Vancouver West,497400.00 ,Apartment,,,,,
Jan-15,West Vancouver,733300.00 ,Apartment,,,,,
Jan-15,Whistler,271100.00 ,Apartment,,,,,
Feb-15,Lower Mainland,824400.00 ,Detached,,,,,
Feb-15,Bowen Island,587600.00 ,Detached,,,,,
Feb-15,Burnaby East,793800.00 ,Detached,,,,,
Feb-15,Burnaby North,1034200.00 ,Detached,,,,,
Feb-15,Burnaby South,1081300.00 ,Detached,,,,,
Feb-15,Coquitlam,788500.00 ,Detached,,,,,
Feb-15,Ladner,711100.00 ,Detached,,,,,
Feb-15,Maple Ridge,480900.00 ,Detached,,,,,
Feb-15,New Westminster,707500.00 ,Detached,,,,,
Feb-15,North Vancouver,1088500.00 ,Detached,,,,,
Feb-15,Pitt Meadows,535900.00 ,Detached,,,,,
Feb-15,Port Coquitlam,595200.00 ,Detached,,,,,
Feb-15,Port Moody,926000.00 ,Detached,,,,,
Feb-15,Richmond,1091700.00 ,Detached,,,,,
Feb-15,Squamish,562800.00 ,Detached,,,,,
Feb-15,Sunshine Coast,349100.00 ,Detached,,,,,
Feb-15,Tsawwassen,745800.00 ,Detached,,,,,
Feb-15,Vancouver East,1011500.00 ,Detached,,,,,
Feb-15,Vancouver West,2441900.00 ,Detached,,,,,
Feb-15,West Vancouver,2127100.00 ,Detached,,,,,
Feb-15,Whistler,1028700.00 ,Detached,,,,,
Feb-15,Lower Mainland,413800.00 ,Townhouse,,,,,
Feb-15,Burnaby East,437800.00 ,Townhouse,,,,,
Feb-15,Burnaby North,463200.00 ,Townhouse,,,,,
Feb-15,Burnaby South,500200.00 ,Townhouse,,,,,
Feb-15,Coquitlam,415800.00 ,Townhouse,,,,,
Feb-15,Ladner,460600.00 ,Townhouse,,,,,
Feb-15,Maple Ridge,302900.00 ,Townhouse,,,,,
Feb-15,New Westminster,466600.00 ,Townhouse,,,,,
Feb-15,North Vancouver,628000.00 ,Townhouse,,,,,
Feb-15,Pitt Meadows,328900.00 ,Townhouse,,,,,
Feb-15,Port Coquitlam,379600.00 ,Townhouse,,,,,
Feb-15,Port Moody,438800.00 ,Townhouse,,,,,
Feb-15,Richmond,519500.00 ,Townhouse,,,,,
Feb-15,Squamish,402400.00 ,Townhouse,,,,,
Feb-15,Tsawwassen,424400.00 ,Townhouse,,,,,
Feb-15,Vancouver East,566000.00 ,Townhouse,,,,,
Feb-15,Vancouver West,742600.00 ,Townhouse,,,,,
Feb-15,Whistler,505600.00 ,Townhouse,,,,,
Feb-15,Lower Mainland,368100.00 ,Apartment,,,,,
Feb-15,Burnaby East,470200.00 ,Apartment,,,,,
Feb-15,Burnaby North,346000.00 ,Apartment,,,,,
Feb-15,Burnaby South,401000.00 ,Apartment,,,,,
Feb-15,Coquitlam,270100.00 ,Apartment,,,,,
Feb-15,Ladner,346600.00 ,Apartment,,,,,
Feb-15,Maple Ridge,200400.00 ,Apartment,,,,,
Feb-15,New Westminster,287200.00 ,Apartment,,,,,
Feb-15,North Vancouver,362600.00 ,Apartment,,,,,
Feb-15,Pitt Meadows,267400.00 ,Apartment,,,,,
Feb-15,Port Coquitlam,241000.00 ,Apartment,,,,,
Feb-15,Port Moody,342700.00 ,Apartment,,,,,
Feb-15,Richmond,364400.00 ,Apartment,,,,,
Feb-15,Squamish,255200.00 ,Apartment,,,,,
Feb-15,Tsawwassen,371500.00 ,Apartment,,,,,
Feb-15,Vancouver East,343700.00 ,Apartment,,,,,
Feb-15,Vancouver West,505100.00 ,Apartment,,,,,
Feb-15,West Vancouver,704800.00 ,Apartment,,,,,
Feb-15,Whistler,252500.00 ,Apartment,,,,,
Mar-15,Lower Mainland,841200.00 ,Detached,,,,,
Mar-15,Bowen Island,591300.00 ,Detached,,,,,
Mar-15,Burnaby East,831300.00 ,Detached,,,,,
Mar-15,Burnaby North,1061100.00 ,Detached,,,,,
Mar-15,Burnaby South,1108500.00 ,Detached,,,,,
Mar-15,Coquitlam,807900.00 ,Detached,,,,,
Mar-15,Ladner,724100.00 ,Detached,,,,,
Mar-15,Maple Ridge,486900.00 ,Detached,,,,,
Mar-15,New Westminster,732000.00 ,Detached,,,,,
Mar-15,North Vancouver,1126600.00 ,Detached,,,,,
Mar-15,Pitt Meadows,539400.00 ,Detached,,,,,
Mar-15,Port Coquitlam,613200.00 ,Detached,,,,,
Mar-15,Port Moody,937900.00 ,Detached,,,,,
Mar-15,Richmond,1119100.00 ,Detached,,,,,
Mar-15,Squamish,584400.00 ,Detached,,,,,
Mar-15,Sunshine Coast,353100.00 ,Detached,,,,,
Mar-15,Tsawwassen,790200.00 ,Detached,,,,,
Mar-15,Vancouver East,1042800.00 ,Detached,,,,,
Mar-15,Vancouver West,2487400.00 ,Detached,,,,,
Mar-15,West Vancouver,2210800.00 ,Detached,,,,,
Mar-15,Whistler,1058200.00 ,Detached,,,,,
Mar-15,Lower Mainland,418800.00 ,Townhouse,,,,,
Mar-15,Burnaby East,434800.00 ,Townhouse,,,,,
Mar-15,Burnaby North,463200.00 ,Townhouse,,,,,
Mar-15,Burnaby South,499900.00 ,Townhouse,,,,,
Mar-15,Coquitlam,415800.00 ,Townhouse,,,,,
Mar-15,Ladner,470900.00 ,Townhouse,,,,,
Mar-15,Maple Ridge,308000.00 ,Townhouse,,,,,
Mar-15,New Westminster,465200.00 ,Townhouse,,,,,
Mar-15,North Vancouver,634200.00 ,Townhouse,,,,,
Mar-15,Pitt Meadows,336300.00 ,Townhouse,,,,,
Mar-15,Port Coquitlam,382500.00 ,Townhouse,,,,,
Mar-15,Port Moody,434100.00 ,Townhouse,,,,,
Mar-15,Richmond,522500.00 ,Townhouse,,,,,
Mar-15,Squamish,406300.00 ,Townhouse,,,,,
Mar-15,Tsawwassen,433100.00 ,Townhouse,,,,,
Mar-15,Vancouver East,581100.00 ,Townhouse,,,,,
Mar-15,Vancouver West,778500.00 ,Townhouse,,,,,
Mar-15,Whistler,508100.00 ,Townhouse,,,,,
Mar-15,Lower Mainland,372500.00 ,Apartment,,,,,
Mar-15,Burnaby East,470000.00 ,Apartment,,,,,
Mar-15,Burnaby North,348100.00 ,Apartment,,,,,
Mar-15,Burnaby South,403200.00 ,Apartment,,,,,
Mar-15,Coquitlam,274200.00 ,Apartment,,,,,
Mar-15,Ladner,345100.00 ,Apartment,,,,,
Mar-15,Maple Ridge,202500.00 ,Apartment,,,,,
Mar-15,New Westminster,288600.00 ,Apartment,,,,,
Mar-15,North Vancouver,372000.00 ,Apartment,,,,,
Mar-15,Pitt Meadows,271700.00 ,Apartment,,,,,
Mar-15,Port Coquitlam,240100.00 ,Apartment,,,,,
Mar-15,Port Moody,358000.00 ,Apartment,,,,,
Mar-15,Richmond,368800.00 ,Apartment,,,,,
Mar-15,Squamish,256800.00 ,Apartment,,,,,
Mar-15,Tsawwassen,371000.00 ,Apartment,,,,,
Mar-15,Vancouver East,343600.00 ,Apartment,,,,,
Mar-15,Vancouver West,515000.00 ,Apartment,,,,,
Mar-15,West Vancouver,732800.00 ,Apartment,,,,,
Mar-15,Whistler,265500.00 ,Apartment,,,,,
Apr-15,Lower Mainland,857700.00 ,Detached,,,,,
Apr-15,Bowen Island,595500.00 ,Detached,,,,,
Apr-15,Burnaby East,861300.00 ,Detached,,,,,
Apr-15,Burnaby North,1091600.00 ,Detached,,,,,
Apr-15,Burnaby South,1157100.00 ,Detached,,,,,
Apr-15,Coquitlam,826400.00 ,Detached,,,,,
Apr-15,Ladner,744500.00 ,Detached,,,,,
Apr-15,Maple Ridge,489000.00 ,Detached,,,,,
Apr-15,New Westminster,756800.00 ,Detached,,,,,
Apr-15,North Vancouver,1155200.00 ,Detached,,,,,
Apr-15,Pitt Meadows,547900.00 ,Detached,,,,,
Apr-15,Port Coquitlam,631600.00 ,Detached,,,,,
Apr-15,Port Moody,960600.00 ,Detached,,,,,
Apr-15,Richmond,1143900.00 ,Detached,,,,,
Apr-15,Squamish,569200.00 ,Detached,,,,,
Apr-15,Sunshine Coast,358500.00 ,Detached,,,,,
Apr-15,Tsawwassen,812700.00 ,Detached,,,,,
Apr-15,Vancouver East,1075900.00 ,Detached,,,,,
Apr-15,Vancouver West,2528900.00 ,Detached,,,,,
Apr-15,West Vancouver,2245700.00 ,Detached,,,,,
Apr-15,Whistler,1012900.00 ,Detached,,,,,
Apr-15,Lower Mainland,421800.00 ,Townhouse,,,,,
Apr-15,Burnaby East,438600.00 ,Townhouse,,,,,
Apr-15,Burnaby North,467800.00 ,Townhouse,,,,,
Apr-15,Burnaby South,506000.00 ,Townhouse,,,,,
Apr-15,Coquitlam,420200.00 ,Townhouse,,,,,
Apr-15,Ladner,479800.00 ,Townhouse,,,,,
Apr-15,Maple Ridge,308700.00 ,Townhouse,,,,,
Apr-15,New Westminster,468700.00 ,Townhouse,,,,,
Apr-15,North Vancouver,640400.00 ,Townhouse,,,,,
Apr-15,Pitt Meadows,352200.00 ,Townhouse,,,,,
Apr-15,Port Coquitlam,393600.00 ,Townhouse,,,,,
Apr-15,Port Moody,434400.00 ,Townhouse,,,,,
Apr-15,Richmond,526200.00 ,Townhouse,,,,,
Apr-15,Squamish,416000.00 ,Townhouse,,,,,
Apr-15,Tsawwassen,443000.00 ,Townhouse,,,,,
Apr-15,Vancouver East,589000.00 ,Townhouse,,,,,
Apr-15,Vancouver West,778900.00 ,Townhouse,,,,,
Apr-15,Whistler,516400.00 ,Townhouse,,,,,
Apr-15,Lower Mainland,376500.00 ,Apartment,,,,,
Apr-15,Burnaby East,481400.00 ,Apartment,,,,,
Apr-15,Burnaby North,350900.00 ,Apartment,,,,,
Apr-15,Burnaby South,400500.00 ,Apartment,,,,,
Apr-15,Coquitlam,281700.00 ,Apartment,,,,,
Apr-15,Ladner,351100.00 ,Apartment,,,,,
Apr-15,Maple Ridge,202800.00 ,Apartment,,,,,
Apr-15,New Westminster,288600.00 ,Apartment,,,,,
Apr-15,North Vancouver,376600.00 ,Apartment,,,,,
Apr-15,Pitt Meadows,274500.00 ,Apartment,,,,,
Apr-15,Port Coquitlam,243100.00 ,Apartment,,,,,
Apr-15,Port Moody,355600.00 ,Apartment,,,,,
Apr-15,Richmond,372100.00 ,Apartment,,,,,
Apr-15,Squamish,263500.00 ,Apartment,,,,,
Apr-15,Tsawwassen,377100.00 ,Apartment,,,,,
Apr-15,Vancouver East,349400.00 ,Apartment,,,,,
Apr-15,Vancouver West,524200.00 ,Apartment,,,,,
Apr-15,West Vancouver,729900.00 ,Apartment,,,,,
Apr-15,Whistler,269800.00 ,Apartment,,,,,
May-15,Lower Mainland,874100.00 ,Detached,,,,,
May-15,Bowen Island,600500.00 ,Detached,,,,,
May-15,Burnaby East,877400.00 ,Detached,,,,,
May-15,Burnaby North,1120100.00 ,Detached,,,,,
May-15,Burnaby South,1175900.00 ,Detached,,,,,
May-15,Coquitlam,845300.00 ,Detached,,,,,
May-15,Ladner,757100.00 ,Detached,,,,,
May-15,Maple Ridge,499800.00 ,Detached,,,,,
May-15,New Westminster,775300.00 ,Detached,,,,,
May-15,North Vancouver,1186300.00 ,Detached,,,,,
May-15,Pitt Meadows,562800.00 ,Detached,,,,,
May-15,Port Coquitlam,649200.00 ,Detached,,,,,
May-15,Port Moody,987700.00 ,Detached,,,,,
May-15,Richmond,1170700.00 ,Detached,,,,,
May-15,Squamish,576400.00 ,Detached,,,,,
May-15,Sunshine Coast,365400.00 ,Detached,,,,,
May-15,Tsawwassen,830200.00 ,Detached,,,,,
May-15,Vancouver East,1096400.00 ,Detached,,,,,
May-15,Vancouver West,2590200.00 ,Detached,,,,,
